0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+00
1.638657712947873546e-01,1.139843235123874365e-01,1.987526708879054471e+00
3.294072385557392235e-01,2.256600673761361975e-01,1.976366473685762237e+00
4.970830330527568619e-01,3.342862230745329288e-01,1.967136834582222660e+00
6.675321962068768711e-01,4.387248793103277200e-01,1.960840020806854822e+00
8.416610321930018124e-01,5.370934933568065617e-01,1.959177417819936151e+00
1.020716499027341406e+00,6.259936698496453289e-01,1.965168946529612048e+00
1.206021490304370891e+00,6.987787733569621462e-01,1.984257920185866997e+00
1.396851894455725773e+00,7.426752727279771760e-01,2.024962394072665539e+00
1.585067799968630897e+00,7.411491118339094131e-01,2.092582241343142080e+00
1.764889271448307762e+00,7.011074692071993519e-01,2.170434057318356036e+00
1.945637837039603468e+00,6.465325738131649791e-01,2.236400236754634729e+00
2.131838194839897227e+00,5.888589847732954574e-01,2.281157179035166127e+00
2.322552642048341554e+00,5.321063229060873923e-01,2.301334765535140381e+00
2.515003762559373968e+00,4.779429995136852405e-01,2.295958836486310606e+00
2.706036452317980512e+00,4.270526731300795520e-01,2.265682011617080160e+00
2.892871682475895323e+00,3.794140930463085759e-01,2.212548571492793492e+00
3.073577352410873598e+00,3.342890233877037764e-01,2.139684390020298199e+00
3.247245588544974026e+00,2.901833384508659686e-01,2.050836023044181111e+00
3.413853912354064324e+00,2.449064915754866623e-01,1.949882204025043420e+00
3.573884790708931725e+00,1.957862737684062659e-01,1.840441251107250320e+00
3.727831359577407966e+00,1.399991938842861661e-01,1.725601120266040178e+00
3.875662638544726146e+00,7.475541095372892353e-02,1.607748832431661556e+00
4.015720519291636315e+00,-3.830407140048175396e-03,1.488551268550447837e+00
3.857270054981599472e+00,3.530711371963150130e-02,1.604144109249566519e+00
4.017177994943160968e+00,3.186972036559251875e-04,1.489229961091238064e+00
3.847820989023219340e+00,-2.361875808477155708e-03,1.595583235954588952e+00
4.017753906310821854e+00,4.081173924734667752e-03,1.490315526127404810e+00
3.845638631353243131e+00,-3.508072409460415153e-02,1.584351040002748290e+00
4.017688628581133514e+00,7.232004659770079058e-03,1.491569406910623785e+00
3.848255204618577618e+00,-6.169005347081572138e-02,1.572452438180284462e+00
4.017241148995171152e+00,9.734759027712543145e-03,1.492814213923957301e+00
3.853448750463709604e+00,-8.244276447818635334e-02,1.561190776748000886e+00
4.016614940269821687e+00,1.165997152132376702e-02,1.493948903026618424e+00
3.859637024884270406e+00,-9.824283979089905305e-02,1.551214129358806204e+00
4.015942940162489094e+00,1.311565114771284790e-02,1.494931384712570477e+00
3.865857492443139698e+00,-1.101319824854298662e-01,1.542726564246839738e+00
4.015300379777911211e+00,1.420841526464348969e-02,1.495755414458908694e+00
