-2.000000000000000000e+00,1.000000000000000000e+00,3.000000000000000000e+00
-1.823000422592745640e+00,1.088499788703627180e+00,2.971035590855902520e+00
-1.645950108393310796e+00,1.177024945803344602e+00,2.942461427659900597e+00
-1.468830798329398446e+00,1.265584600835300888e+00,2.914426850739523012e+00
-1.291615977963342710e+00,1.354192011018328756e+00,2.887157191715559623e+00
-1.114266161468266292e+00,1.442866919265866965e+00,2.861007560046004539e+00
-9.367210791715780971e-01,1.531639460414210951e+00,2.836570299759144209e+00
-7.588875799201881822e-01,1.620556210039906020e+00,2.814912548721528296e+00
-5.806293305416525552e-01,1.709685334729173833e+00,2.798179477854985109e+00
-4.018447292021003481e-01,1.799077635398949937e+00,2.791465097405401163e+00
-2.237850345454547307e-01,1.888107482727272801e+00,2.810659664956603798e+00
-7.681560856289568195e-02,1.961592195718552478e+00,2.924677140735303382e+00
-5.702126449789095275e-02,1.971489367751054989e+00,3.123448944391645110e+00
3.973148374402706018e-02,2.019865741872014286e+00,3.291670917197057733e+00
1.305753958054267638e-01,2.065287697902714381e+00,3.463962035806595452e+00
2.339743981848567134e-01,2.116987199092429606e+00,3.627166839301080081e+00
3.478353221208598245e-01,2.173917661060431161e+00,3.781421863532220318e+00
4.713969956019546936e-01,2.235698497800978846e+00,3.926044272093926590e+00
6.039078191874222012e-01,2.301953909593712488e+00,4.060398661828227063e+00
7.445875473825378510e-01,2.372293773691270591e+00,4.183936176752583336e+00
8.926311331935310456e-01,2.446315566596767521e+00,4.296203139280652117e+00
1.046688527253656353e+00,2.523175615531796812e+00,4.397981585982830843e+00
1.205980847185194271e+00,2.602730376493678222e+00,4.489069438186769290e+00
1.369989561953239399e+00,2.684665916321931078e+00,4.568992581225483463e+00
1.538094432385157528e+00,2.768596694089259902e+00,4.637522699279076122e+00
1.709659221695831732e+00,2.854096768219752445e+00,4.694577588574071925e+00
1.884076014753549133e+00,2.940704166772339256e+00,4.740162024683503006e+00
2.060794031765083023e+00,3.027905690986166132e+00,4.774318087663544041e+00
2.239344301266271042e+00,3.115096877729702118e+00,4.797066674769273398e+00
2.419367498976326747e+00,3.201497120145558650e+00,4.808320402894985079e+00
2.600652839964268992e+00,3.285967702840453253e+00,4.807732353517438106e+00
2.783197338003421173e+00,3.366588613967659960e+00,4.794399127176714792e+00
2.967271959494834022e+00,3.439539562166125553e+00,4.766208829559663407e+00
3.153182495302847332e+00,3.495603306250016473e+00,4.718311759974213260e+00
3.337523466712905229e+00,3.508131789024698133e+00,4.641751696109554182e+00
3.492154140977445032e+00,3.427701010144444282e+00,4.543668851609561798e+00
3.632875496558812589e+00,3.305783261985137500e+00,4.470637606466772773e+00
3.788192425853310841e+00,3.191047216879980830e+00,4.418557942219051959e+00
3.952867093657450148e+00,3.086125730845008963e+00,4.375271275082281974e+00
4.126345265086927228e+00,2.994570565579013355e+00,4.336245953166875111e+00
4.307714035507074435e+00,2.918510851936142014e+00,4.299910170846300339e+00
4.495635510022288450e+00,2.859290566670696254e+00,4.265581214714385894e+00
4.688332944072027608e+00,2.817609974181675803e+00,4.231959389653708214e+00
4.883500294770556138e+00,2.793895154124956370e+00,4.195253633552041173e+00
5.078531278273571203e+00,2.788757226251584509e+00,4.151247757001121919e+00
5.272717830143907491e+00,2.800924704400590937e+00,4.104949424977140993e+00
5.466075796609697335e+00,2.827543405794687992e+00,4.061312954676412623e+00
5.657357526531073155e+00,2.867086183861658366e+00,4.018328440010869862e+00
5.843838589681264573e+00,2.916764692435046769e+00,3.965822641547290139e+00
6.015704007347900450e+00,2.968980832355986976e+00,3.877869512313421030e+00
6.182206906876722030e+00,3.031446820514766216e+00,3.786355662149402335e+00
6.348222531821733128e+00,3.106373688581812065e+00,3.703743455328733170e+00
6.513926998233039001e+00,3.192197644236017151e+00,3.631797097205410552e+00
6.679313117795638632e+00,3.286606588172582999e+00,3.570687500898384492e+00
6.844736776839238424e+00,3.386901107091787821e+00,3.519932969047601112e+00
7.010966236378934902e+00,3.490194410264618075e+00,3.478723015143400321e+00
7.179070217960328293e+00,3.593553469750538021e+00,3.446196776524885319e+00
7.350092337640194096e+00,3.694248099961374709e+00,3.421457616739060015e+00
7.524813850884387811e+00,3.789932881110296137e+00,3.403658305905718162e+00
7.703461160948843478e+00,3.879041079679794279e+00,3.391622212086159216e+00
7.886140876360718366e+00,3.960128483179730097e+00,3.384345222964611377e+00
8.073999639294202169e+00,4.028690706731852700e+00,3.381463089954172219e+00
7.886887528886024512e+00,3.958088100966886902e+00,3.379382177222990169e+00
8.073503403368189169e+00,4.029964636884211693e+00,3.376504856284617606e+00
7.887650333408929626e+00,3.956111351758265116e+00,3.374424312407634297e+00
8.072997990960946169e+00,4.031197927781051682e+00,3.371551693192636368e+00
7.888426804862977981e+00,3.954196950780056952e+00,3.369471596252239465e+00
8.072484936163222713e+00,4.032391443856959690e+00,3.366603573465034582e+00
7.889214613066751092e+00,3.952343557927979312e+00,3.364523998889363376e+00
8.071965674838510907e+00,4.033546080278211043e+00,3.361660472173127356e+00
7.890011577874226134e+00,3.950549788538558094e+00,3.359581492765309374e+00
8.071441547933542182e+00,4.034662756395626104e+00,3.356722366578569261e+00
7.890815663973103966e+00,3.948814223185520778e+00,3.354644052554230260e+00
8.070913804977594808e+00,4.035742409807570930e+00,3.351789236040214615e+00
7.891624975421706267e+00,3.947135416551957654e+00,3.349711655072093563e+00
8.070383607716610896e+00,4.036785990999364415e+00,3.346861061922448588e+00
7.892437750003740149e+00,3.945511905431130284e+00,3.344784279191037601e+00
8.069852033835084981e+00,4.037794458524400554e+00,3.341937827505347958e+00
7.893252353469844884e+00,3.943942215909853832e+00,3.339861905754580196e+00
8.069320080725029598e+00,4.038768774691984476e+00,3.337019517896963272e+00
7.894067273725315914e+00,3.942424869788513142e+00,3.334944517494055294e+00
8.068788669267153324e+00,4.039709901727055019e+00,3.332106119947945366e+00
7.894881115014825035e+00,3.940958390291232405e+00,3.330032098946587027e+00
